estado,municipio,cve_inegi,Pob_Indigena,Mayoria_indigena,grado_escolar,grado_escolar_h,grado_escolar_m,Entre_3_5_En_escuela,Entre_3_5_En_escuela_Hombres,Entre_3_5_En_escuela_Mujeres,Mas_15_con_Sec,Mas15H,Mas15M,PEA,PEA_H,PEA_M
Veracruz de Ignacio de la Llave,Chontla,30063,21.26,Mestizo,6.07,6.37,5.76,0.94,0.84,1.04,0.18,0.19,0.16,44.68,71.5,17.68
Oaxaca,Santa Maria Zaniza,20448,21.25,Mestizo,4.97,5.32,4.66,0.32,0.25,0.4,0.12,0.15,0.08,36.9,66.78,10.02
Oaxaca,Santa Maria Ozolotepec,20424,21.19,Mestizo,4.83,5.33,4.38,0.71,0.79,0.64,0.12,0.15,0.09,37.41,63.84,13.23
Yucatan,Uman,31101,21.17,Mestizo,7.8,8.1,7.5,0.93,0.96,0.91,0.27,0.29,0.26,53.9,74.13,33.88
Hidalgo,Lolotla,13034,20.85,Mestizo,6.44,6.73,6.16,0.92,0.96,0.89,0.26,0.28,0.24,40.04,68.68,12.97
Chiapas,Venustiano Carranza,7106,20.79,Mestizo,5.4,5.7,5.1,0.87,0.84,0.9,0.15,0.15,0.15,51.5,81.02,22.1
Puebla,Tetela de Ocampo,21172,20.76,Mestizo,6.17,6.29,6.06,0.78,0.74,0.83,0.18,0.19,0.17,47.22,77.46,20.6
Mexico,Donato Guerra,15032,20.62,Mestizo,5.69,6.1,5.29,0.39,0.37,0.41,0.19,0.21,0.18,45.65,73.32,19.59
Guerrero,Igualapa,12036,20.59,Mestizo,6.18,6.35,6.03,1.14,1.12,1.15,0.16,0.18,0.14,43.05,73.89,14.74
Chiapas,Maravilla Tenejapa,7115,20.51,Mestizo,4.44,4.93,3.94,0.9,0.97,0.84,0.09,0.1,0.07,42.64,79.52,4.19
Oaxaca,Cuyamecalco Villa de Zaragoza,20024,20.28,Mestizo,3.81,4.06,3.56,0.65,0.66,0.64,0.09,0.1,0.09,39.72,67.22,11.67
Chiapas,Ixtapa,7044,20.14,Mestizo,5.94,6.39,5.52,0.94,0.95,0.92,0.17,0.17,0.16,44.16,79.31,10.59
Chihuahua,Bocoyna,8009,20.03,Mestizo,6.64,6.48,6.8,0.76,0.76,0.77,0.17,0.16,0.19,49.1,74.29,25.3
Oaxaca,San Miguel Peras,20273,19.99,Mestizo,5.36,5.63,5.13,0.63,0.56,0.7,0.16,0.18,0.14,36.93,64.44,11.9
Veracruz de Ignacio de la Llave,Papantla,30124,19.97,Mestizo,7.32,7.61,7.06,0.72,0.72,0.73,0.19,0.2,0.18,48.51,76.1,23.02
Oaxaca,Cosoltepec,20022,19.75,Mestizo,6.38,7.03,5.85,0.69,0.29,1,0.25,0.31,0.2,45.5,62.01,32.1
Yucatan,Yobain,31106,19.61,Mestizo,6.98,6.81,7.18,1.1,0.9,1.28,0.2,0.17,0.23,45.31,67.97,20.91
Chiapas,Benemerito de las Americas,7114,19.58,Mestizo,5.23,5.45,5.01,0.71,0.73,0.69,0.18,0.18,0.18,43.43,76.74,10.06
Puebla,Tlacuilotepec,21178,19.39,Mestizo,5.36,5.56,5.17,0.93,0.99,0.86,0.19,0.21,0.16,42.81,75.48,11.83
Chihuahua,Uruachi,8066,19.3,Mestizo,5.06,4.88,5.25,0.74,0.8,0.67,0.12,0.12,0.12,44.16,76.24,10.87
Veracruz de Ignacio de la Llave,Playa Vicente,30130,19.2,Mestizo,5.81,5.94,5.68,0.61,0.61,0.62,0.15,0.16,0.15,45.23,76.92,16.83
Oaxaca,Nejapa de Madero,20064,19.2,Mestizo,6.12,6.3,5.96,0.85,0.83,0.87,0.18,0.2,0.17,47.79,76.74,20.69
Puebla,Tenampulco,21158,19.2,Mestizo,6.28,6.46,6.12,1.17,1.23,1.12,0.18,0.19,0.17,42.22,73.77,12.7
Michoacan de Ocampo,Erongaricuaro,16032,19.01,Mestizo,6.61,6.85,6.39,0.85,0.83,0.87,0.19,0.2,0.18,48.4,73.4,25.56
Michoacan de Ocampo,Coeneo,16016,18.85,Mestizo,5.85,5.99,5.74,0.91,0.83,1,0.18,0.18,0.19,40.34,71.58,14.96
Oaxaca,Santiago Yaveo,20498,18.84,Mestizo,5.25,5.39,5.12,0.83,0.85,0.81,0.17,0.18,0.16,43.97,76.83,11.33
Oaxaca,Zapotitlan Palmas,20568,18.82,Mestizo,5.1,5.22,5.01,1.51,1.33,1.69,0.16,0.17,0.16,53.64,62.3,47.06
Oaxaca,San Baltazar Loxicha,20113,18.79,Mestizo,5.35,5.51,5.2,0.86,0.85,0.86,0.15,0.16,0.13,38.4,65.01,14.52
Guerrero,Tepecoacuilco de Trujano,12059,18.71,Mestizo,6.06,6.37,5.8,0.95,0.9,1.01,0.16,0.17,0.15,45.58,70.07,23.94
Oaxaca,Santiago Pinotepa Nacional,20482,18.35,Mestizo,7.12,7.32,6.93,0.75,0.75,0.76,0.21,0.23,0.2,51.24,75.1,29.57
Oaxaca,Santiago Yucuyachi,20501,18.3,Mestizo,4.42,4.58,4.3,0.76,0.6,1,0.12,0.12,0.12,30.91,47.66,17.11
Oaxaca,Santo Domingo Tomaltepec,20519,18.28,Mestizo,7.04,7.26,6.83,0.95,0.84,1.13,0.16,0.16,0.15,56.3,76.17,37.98
Oaxaca,Santa Maria Guelace,20411,18.26,Mestizo,7.18,7.43,6.98,0.97,0.9,1.06,0.21,0.22,0.21,56.41,77.14,40.28
Chiapas,Tecpatan,7092,18.17,Mestizo,5.59,5.85,5.34,0.79,0.78,0.81,0.15,0.16,0.15,42.99,76.35,10.99
Guerrero,Tixtla de Guerrero,12061,18.17,Mestizo,8.07,8.29,7.88,1.11,1.03,1.19,0.14,0.15,0.14,49.96,70.73,31.22
Oaxaca,Santa Maria Zacatepec,20447,18.07,Mestizo,5.28,5.32,5.24,0.8,0.75,0.86,0.17,0.17,0.17,38.96,72.37,12.02
Puebla,Zapotitlan,21209,18.05,Mestizo,6.41,6.5,6.33,0.75,0.77,0.73,0.17,0.17,0.16,48.47,71.95,30.4
Oaxaca,Silacayoapam,20537,18.02,Mestizo,5.16,5.55,4.84,1.09,1.08,1.11,0.15,0.16,0.15,41.61,66.9,20.41
Veracruz de Ignacio de la Llave,Camerino Z. Mendoza,30030,18.01,Mestizo,8.85,9.04,8.69,0.74,0.75,0.73,0.17,0.17,0.16,48.4,67.58,31.89
Mexico,Morelos,15056,17.93,Mestizo,6.2,6.59,5.86,0.55,0.52,0.57,0.23,0.26,0.21,44.72,72.39,20.46
Campeche,Tenabo,4008,17.87,Mestizo,7.62,8.14,7.07,0.7,0.7,0.7,0.2,0.2,0.19,49.92,73.55,25.06
Oaxaca,Ciudad Ixtepec,20014,17.86,Mestizo,8.53,9.07,8.05,1.07,1.09,1.05,0.2,0.23,0.18,46.58,67.41,28.19
Puebla,Nauzontla,21101,17.45,Mestizo,5.91,6.2,5.67,0.79,0.81,0.77,0.18,0.19,0.17,44.05,74.11,18.05
Veracruz de Ignacio de la Llave,Citlaltepetl,30035,17.29,Mestizo,6.04,6.29,5.81,0.71,0.77,0.66,0.18,0.2,0.16,43.57,70.16,18.31
Puebla,Tlatlauquitepec,21186,17.24,Mestizo,7.25,7.44,7.08,0.97,0.95,1,0.21,0.23,0.2,46.24,74.25,21.43
Michoacan de Ocampo,Los Reyes,16075,17.14,Mestizo,6.86,6.95,6.77,0.81,0.8,0.83,0.16,0.15,0.17,52.31,75.89,30.66
Oaxaca,Teotitlan de Flores Magon,20545,17.02,Mestizo,8.17,8.37,8,0.89,0.79,1.01,0.19,0.19,0.19,46.51,67.7,28.24
Tabasco,Tacotalpa,27015,17.01,Mestizo,7.61,7.94,7.29,1.17,1.16,1.18,0.22,0.24,0.21,42.66,73.47,12.82
Oaxaca,San Pedro Teutila,20330,16.93,Mestizo,5.25,5.52,5,0.68,0.64,0.71,0.13,0.15,0.11,38.56,68.23,10.31
Yucatan,Baca,31004,16.93,Mestizo,7.38,7.68,7.09,0.8,0.83,0.78,0.23,0.24,0.21,51.85,73.48,30.61
Yucatan,Kanasin,31041,16.84,Mestizo,7.96,8.19,7.74,0.8,0.81,0.79,0.25,0.26,0.25,58.77,79.91,38.18
Mexico,Temascalcingo,15085,16.6,Mestizo,6.74,7.21,6.33,0.65,0.64,0.66,0.25,0.27,0.22,44.01,70.85,19.89
Hidalgo,Alfajayucan,13006,16.41,Mestizo,6.79,6.83,6.76,0.69,0.72,0.66,0.28,0.27,0.29,44.63,70.03,21.06
Yucatan,Dzilam Gonzalez,31029,16.39,Mestizo,6.75,6.68,6.81,0.9,0.99,0.81,0.19,0.17,0.21,48.79,73.03,22.83
Puebla,Calpan,21026,16.34,Mestizo,5.95,5.95,5.95,0.62,0.64,0.6,0.2,0.2,0.21,43.44,73.37,17.8
Oaxaca,San Lorenzo Albarradas,20226,16.21,Mestizo,5.15,5.08,5.23,0.93,0.84,1.07,0.18,0.18,0.19,50.93,77,25.33
Oaxaca,San Bartolo Soyaltepec,20121,16.18,Mestizo,5.39,6.32,4.66,1.21,1.14,1.25,0.17,0.22,0.13,37.88,55.17,24.32
Oaxaca,Santa Catarina Cuixtla,20362,16.18,Mestizo,5.42,5.91,5.04,0.92,0.91,0.93,0.17,0.2,0.14,49.87,71.49,33.49
Oaxaca,San Miguel Tlacotepec,20286,15.96,Mestizo,4.95,5.33,4.65,0.59,0.59,0.59,0.14,0.16,0.12,46.86,67.13,30.29
Yucatan,Conkal,31013,15.88,Mestizo,8.19,8.49,7.89,0.96,0.89,1.04,0.22,0.24,0.21,52.04,72.81,31.32
Chiapas,Ocozocoautla de Espinosa,7061,15.87,Mestizo,6.21,6.55,5.89,0.66,0.65,0.68,0.16,0.17,0.15,49.17,79.72,19.75
Veracruz de Ignacio de la Llave,Tezonapa,30173,15.82,Mestizo,5.84,5.89,5.79,0.5,0.51,0.5,0.16,0.16,0.15,44.28,75.92,14.35
Morelos,Tetela del Volcan,17022,15.79,Mestizo,7.04,7,7.09,0.56,0.54,0.59,0.25,0.24,0.25,48.8,80.14,20.87
San Luis Potosi,Tanquian de Escobedo,24042,15.72,Mestizo,7.42,7.69,7.16,1.07,1.14,1,0.19,0.2,0.19,48.23,72.35,25.36
Veracruz de Ignacio de la Llave,Acultzingo,30006,15.71,Mestizo,6.33,6.41,6.27,0.66,0.68,0.63,0.16,0.17,0.16,46.11,74.67,19.42
Puebla,Teteles de avila Castillo,21173,15.35,Mestizo,9.45,9.74,9.22,1.08,1.11,1.05,0.19,0.2,0.18,54.31,71.08,40.65
Oaxaca,San Juan Teitipac,20219,15.32,Mestizo,4.76,5.48,4.12,0.68,0.72,0.65,0.13,0.16,0.09,50.02,73.51,29.25
Oaxaca,San Francisco Lachigolo,20145,15.26,Mestizo,9.02,9.26,8.8,0.87,0.86,0.89,0.17,0.18,0.17,50.93,65.56,37.37
Oaxaca,San Francisco Jaltepetongo,20144,15.23,Mestizo,5.57,5.84,5.33,1.24,1.41,1.06,0.2,0.21,0.18,51.12,65.49,37.98
Oaxaca,San Antonino Castillo Velasco,20103,15.22,Mestizo,6.33,6.89,5.85,0.68,0.68,0.68,0.14,0.17,0.12,55.68,75.62,38.21
Guerrero,Alpoyeca,12005,15.17,Mestizo,5.93,5.96,5.91,1.06,0.99,1.13,0.15,0.15,0.15,46.2,66.85,29.02
Sonora,Etchojoa,26026,15.04,Mestizo,8.35,8.23,8.48,0.81,0.82,0.8,0.28,0.26,0.3,47.14,69.1,24.26
Oaxaca,Santa Maria Tataltepec,20430,15.02,Mestizo,4.98,5.85,4.17,1.29,1,1.5,0.15,0.13,0.17,45.93,71.29,22.22
Guerrero,Eduardo Neri,12075,14.66,Mestizo,6.94,7.22,6.68,0.98,0.94,1.03,0.18,0.19,0.18,49.87,75.59,25.64
Oaxaca,Valerio Trujano,20558,14.65,Mestizo,6.71,7.13,6.38,1.3,1.21,1.37,0.23,0.27,0.19,40.2,56.93,26.99
Tlaxcala,Contla de Juan Cuamatzi,29018,14.54,Mestizo,8.73,8.95,8.52,0.82,0.81,0.83,0.27,0.29,0.26,54.41,75.13,35.12
Oaxaca,Santiago Textitlan,20491,14.41,Mestizo,6.18,6.71,5.69,0.93,1,0.87,0.23,0.27,0.19,36.36,59.3,15.01
Oaxaca,San Francisco del Mar,20141,14.31,Mestizo,6.06,6.41,5.7,1.32,1.2,1.44,0.12,0.13,0.1,43,71.84,13.57
Yucatan,Tixkokob,31093,14.28,Mestizo,7.85,8.15,7.55,0.86,0.81,0.9,0.22,0.23,0.21,52.55,72.11,33.47
Veracruz de Ignacio de la Llave,Tepetzintla,30167,14.19,Mestizo,6.64,7.02,6.29,0.9,0.99,0.82,0.18,0.2,0.16,45.54,72.21,19.73
Tlaxcala,San Pablo del Monte,29025,14.08,Mestizo,7.25,7.59,6.92,0.75,0.76,0.75,0.24,0.27,0.22,54.28,77.13,32.77
Oaxaca,Santo Tomas Jalieza,20530,14.06,Mestizo,6.28,6.63,5.98,0.64,0.6,0.69,0.23,0.24,0.21,55.21,72.64,39.75
Yucatan,Ixil,31039,13.99,Mestizo,6.96,7.1,6.81,0.84,0.68,1.07,0.25,0.28,0.23,58.24,76.21,39.54
Mexico,Ixtlahuaca,15042,13.91,Mestizo,7.35,7.79,6.95,0.61,0.61,0.61,0.27,0.31,0.24,49.47,74.16,27.26
Oaxaca,San Jeronimo Taviche,20162,13.91,Mestizo,5.64,5.83,5.49,0.59,0.63,0.55,0.2,0.2,0.21,42.81,76.44,14.82
Oaxaca,San Miguel Amatitlan,20261,13.89,Mestizo,4.87,5.02,4.74,0.77,0.78,0.76,0.19,0.18,0.19,38.02,61.35,18.23
Mexico,Acambay de Ruiz Castaneda,15001,13.84,Mestizo,6.85,7.13,6.59,0.63,0.62,0.63,0.26,0.29,0.24,44.06,71.86,18.81
Chiapas,Ixtapangajoya,7045,13.8,Mestizo,5.23,5.55,4.9,0.9,0.97,0.84,0.15,0.16,0.14,41.73,73.32,9.22
Chiapas,Coapilla,7018,13.8,Mestizo,5.52,5.76,5.28,0.92,0.91,0.92,0.17,0.17,0.16,44.97,78.12,12.63
Oaxaca,San Pedro y San Pablo Tequixtepec,20340,13.79,Mestizo,5.75,6.25,5.35,1.2,1.1,1.28,0.22,0.26,0.18,38.58,61.69,19.88
Veracruz de Ignacio de la Llave,Cazones de Herrera,30033,13.79,Mestizo,6.45,6.7,6.22,0.61,0.57,0.66,0.18,0.18,0.18,43.87,73.2,16.61
Chiapas,Solosuchiapa,7084,13.75,Mestizo,5.86,6.15,5.59,0.95,0.91,1.01,0.15,0.16,0.14,40.66,73.29,8.32
Mexico,El Oro,15064,13.71,Mestizo,7.27,7.65,6.93,0.68,0.71,0.64,0.27,0.3,0.25,47.11,71.12,24.7
Puebla,Juan Galindo,21091,13.37,Mestizo,8.48,8.79,8.22,0.82,0.79,0.84,0.2,0.23,0.18,44.03,58.57,31.8
Mexico,Atlacomulco,15014,13.25,Mestizo,8.48,8.83,8.18,0.72,0.69,0.75,0.24,0.27,0.22,51.05,71.91,32.58
Michoacan de Ocampo,Tzintzuntzan,16100,13.2,Mestizo,6.84,6.93,6.76,0.96,1.02,0.91,0.2,0.2,0.2,48.07,71.13,28.39
Tlaxcala,San Francisco Tetlanohcan,29050,13.19,Mestizo,8.52,8.68,8.38,0.83,0.86,0.79,0.25,0.26,0.24,49.03,71.25,29.19
Oaxaca,Santa Maria Ipalapa,20415,13.18,Mestizo,5.3,5.41,5.21,0.84,0.84,0.84,0.16,0.19,0.14,33,61.8,8.78
Chiapas,San Lucas,7110,13.08,Mestizo,4.5,4.75,4.24,0.79,0.81,0.77,0.15,0.16,0.14,45.21,79.02,10.37
Guerrero,Huamuxtitlan,12033,12.99,Mestizo,6.22,6.44,6.03,1.03,1.01,1.06,0.15,0.16,0.15,43.51,71.01,19.98
Puebla,Tlaxco,21187,12.98,Mestizo,5.53,5.65,5.41,0.7,0.66,0.73,0.14,0.16,0.13,44.05,74.84,14.1
Oaxaca,Magdalena Ocotlan,20049,12.97,Mestizo,6.4,6.66,6.2,0.45,0.41,0.5,0.27,0.3,0.25,36.78,60.4,16.77
Yucatan,Telchac Pueblo,31082,12.96,Mestizo,7.63,7.63,7.62,0.99,1.13,0.88,0.19,0.18,0.19,48.89,67.42,29.48
Nayarit,Huajicori,18005,12.9,Mestizo,6.66,6.69,6.63,0.91,0.9,0.93,0.23,0.23,0.23,46.36,74.63,16.48
Oaxaca,San Miguel Amatlan,20262,12.75,Mestizo,6.07,6.32,5.84,1.32,1.32,1.33,0.21,0.23,0.19,50.43,71.25,30.95
Tabasco,Nacajuca,27013,12.75,Mestizo,9.03,9.25,8.82,1.07,1.07,1.08,0.24,0.25,0.23,51.08,75.74,27.76
Veracruz de Ignacio de la Llave,Sayula de Aleman,30144,12.72,Mestizo,6.35,6.81,5.92,0.59,0.56,0.61,0.16,0.18,0.14,46.32,73.87,20.51
Hidalgo,Metztitlan,13037,12.7,Mestizo,6.25,6.33,6.17,0.8,0.8,0.81,0.24,0.24,0.24,44.67,72.81,19.95
Oaxaca,Guelatao de Juarez,20035,12.68,Mestizo,10.25,10.99,9.59,1,0.91,1.14,0.21,0.21,0.2,54.42,63.73,46.02
Puebla,Chichiquila,21050,12.55,Mestizo,4.34,4.64,4.06,0.59,0.62,0.57,0.14,0.15,0.12,41.73,78.38,7.24
Yucatan,Mococha,31051,12.44,Mestizo,7.13,7.37,6.88,1,1,1,0.26,0.28,0.23,50.37,66.29,34.15
Oaxaca,Magdalena Mixtepec,20048,12.35,Mestizo,4.6,5.21,4.06,0.87,1.11,0.67,0.15,0.18,0.13,48.7,75.38,22.87
Oaxaca,San Pablo Cuatro Venados,20292,12.32,Mestizo,5.65,5.91,5.43,0.93,1.14,0.7,0.21,0.23,0.2,29.84,56.44,7.92
Sonora,San Miguel de Horcasitas,26056,12.3,Mestizo,5.86,6,5.68,0.4,0.38,0.41,0.2,0.2,0.19,63.6,81.88,40.23
Oaxaca,Asuncion Nochixtlan,20006,12.26,Mestizo,7.85,8.16,7.58,0.88,0.83,0.94,0.24,0.26,0.22,50.22,72.47,31.32
San Luis Potosi,Tamuin,24040,12.18,Mestizo,7.27,7.26,7.29,0.98,0.99,0.97,0.23,0.23,0.22,48.02,72.52,24.73
Mexico,San Jose del Rincon,15124,12.15,Mestizo,5.15,5.61,4.72,0.35,0.33,0.36,0.2,0.23,0.17,42.61,73.28,13.43
Oaxaca,San Andres Ixtlahuaca,20092,11.95,Mestizo,6.95,7.53,6.48,0.68,0.81,0.6,0.23,0.26,0.21,46.92,76.25,23.54
Oaxaca,Santa Maria Tecomavaca,20431,11.95,Mestizo,7.3,7.33,7.27,0.65,0.6,0.72,0.16,0.16,0.15,38.67,61.14,18.27
Oaxaca,San Miguel Coatlan,20263,11.94,Mestizo,4.11,4.55,3.73,0.42,0.43,0.42,0.09,0.11,0.08,49.65,80.08,22.71
Chihuahua,Nonoava,8049,11.9,Mestizo,5.61,5.27,5.99,0.55,0.48,0.63,0.16,0.14,0.19,43.43,68.19,15.77
Oaxaca,San Juan Bautista Tuxtepec,20184,11.83,Mestizo,8.07,8.26,7.9,0.72,0.69,0.75,0.21,0.22,0.21,52.54,74.63,32.9
San Luis Potosi,Tamasopo,24036,11.73,Mestizo,6.14,5.96,6.33,0.99,1.01,0.96,0.2,0.2,0.2,45.27,73.73,16.03
Yucatan,Rio Lagartos,31061,11.58,Mestizo,6.72,6.55,6.92,1.3,1.43,1.21,0.19,0.17,0.21,48.06,71.65,22.3
Oaxaca,San Juan Bautista Cuicatlan,20177,11.45,Mestizo,6.44,6.6,6.3,0.8,0.72,0.9,0.19,0.22,0.17,45.89,69.45,24.07
Oaxaca,San Andres Zabache,20101,11.43,Mestizo,4.2,4.58,3.93,0.86,1.38,0.57,0.09,0.08,0.09,35.29,56.15,20.06
Oaxaca,Villa de Santiago Chazumba,20459,11.43,Mestizo,7.14,7.53,6.83,1.01,1,1.01,0.2,0.23,0.17,43.34,64.7,26.14
Yucatan,Chicxulub Pueblo,31020,11.43,Mestizo,7.31,7.32,7.3,0.83,1.06,0.67,0.28,0.28,0.29,52.26,72.15,30.6
Guanajuato,Tierra Blanca,11040,11.41,Mestizo,6.25,6.39,6.12,0.81,0.82,0.8,0.21,0.22,0.2,39.52,62.4,19.1
Oaxaca,San Agustin Yatareni,20087,11.31,Mestizo,6.76,7.05,6.52,0.78,0.67,0.89,0.15,0.16,0.14,58.44,78.81,41.29
Chihuahua,Chinipas,8020,11.3,Mestizo,6.06,5.93,6.21,0.85,0.85,0.84,0.14,0.14,0.14,41.58,71.67,7.91
Puebla,Santa Ines Ahuatempan,21147,11.2,Mestizo,5.59,6.07,5.19,1,0.99,1.01,0.16,0.17,0.15,45.27,69.3,24.28
Mexico,Chapa de Mota,15026,11.15,Mestizo,6.67,7.03,6.34,0.58,0.6,0.56,0.26,0.28,0.23,50.21,78.49,23.58
Puebla,Chignautla,21054,11.08,Mestizo,5.96,6.21,5.74,0.73,0.72,0.73,0.16,0.17,0.15,53.98,77.96,31.94
Oaxaca,Acatlan de Perez Figueroa,20002,11.07,Mestizo,6.22,6.23,6.21,0.73,0.7,0.77,0.18,0.18,0.18,43.02,71.14,16.92
Puebla,Ixtacamaxtitlan,21083,10.98,Mestizo,5.69,5.73,5.66,0.96,0.99,0.93,0.22,0.23,0.22,44.51,76.88,13.36
Chiapas,Acala,7002,10.94,Mestizo,5.99,6.19,5.8,0.87,0.87,0.86,0.18,0.17,0.18,46.51,76.22,17.55
Nayarit,Ruiz,18011,10.88,Mestizo,7.26,7.19,7.33,0.79,0.77,0.82,0.24,0.25,0.23,49.2,73.1,25.12
Oaxaca,Villa de Chilapa de Diaz,20405,10.82,Mestizo,5.52,5.93,5.24,0.88,1,0.79,0.14,0.17,0.12,39.33,61.7,23.36
Oaxaca,Tlalixtac de Cabrera,20553,10.74,Mestizo,8.37,8.87,7.95,0.89,0.94,0.83,0.17,0.19,0.16,55.11,74.52,38.5
Puebla,Zacatlan,21208,10.71,Mestizo,7.71,7.82,7.61,0.93,0.92,0.94,0.21,0.23,0.2,51.12,74.62,30.98
Yucatan,Yaxkukul,31105,10.7,Mestizo,7.41,7.74,7.07,0.91,0.88,0.95,0.3,0.3,0.31,47.49,68.86,25.61
Puebla,Tepeojuma,21166,10.61,Mestizo,5.67,5.74,5.62,0.68,0.62,0.75,0.17,0.18,0.17,42.91,71.1,21.17
Oaxaca,Santiago Xiacui,20496,10.59,Mestizo,7.78,8,7.59,1.24,1.24,1.23,0.27,0.3,0.24,43.58,71.48,19.96
Oaxaca,Santa Cruz Amilpas,20375,10.55,Mestizo,9.9,10.13,9.71,0.97,0.89,1.04,0.2,0.22,0.19,56.87,72.61,43.4
Quintana Roo,Cozumel,23001,10.33,Mestizo,9.11,9.25,8.96,0.76,0.77,0.75,0.29,0.3,0.28,61.34,78.86,43.19
Yucatan,Telchac Puerto,31083,10.31,Mestizo,6.74,6.64,6.85,0.75,0.82,0.65,0.22,0.19,0.26,51.26,72.95,27.09
Puebla,Tochimilco,21188,10.31,Mestizo,5.69,5.83,5.58,0.59,0.57,0.61,0.16,0.17,0.16,45.08,77.56,18.19
Sonora,Huatabampo,26033,10.27,Mestizo,8.46,8.44,8.49,0.83,0.85,0.81,0.23,0.23,0.23,46.65,68.11,24.75
Puebla,Atoyatempan,21020,10.18,Mestizo,6.64,6.85,6.46,0.89,0.86,0.93,0.18,0.2,0.16,48.7,75.93,24.54
Puebla,Tepatlaxco de Hidalgo,21163,10.12,Mestizo,6.32,6.64,6.04,0.65,0.71,0.6,0.18,0.2,0.17,48.77,80.02,20.58
Oaxaca,Santiago Laollaga,20472,10.04,Mestizo,7.35,7.81,6.92,0.96,1.08,0.84,0.18,0.18,0.19,47.49,66.61,29.07
Oaxaca,Santa Catarina Tayata,20370,10.01,Mestizo,7.43,7.83,7.11,1.44,1.08,1.83,0.2,0.22,0.18,52.34,63.04,43.62
Veracruz de Ignacio de la Llave,Tancoco,30153,10.01,Mestizo,6.35,6.77,5.96,0.76,0.75,0.76,0.18,0.19,0.16,45.64,68.66,23.9
Oaxaca,Santa Lucia del Camino,20390,9.78,Mestizo,10.42,10.63,10.23,0.96,0.94,0.98,0.18,0.2,0.17,59.48,72.85,47.37
Quintana Roo,Isla Mujeres,23003,9.76,Mestizo,8.3,8.38,8.23,0.68,0.72,0.63,0.28,0.28,0.28,62.55,81.9,41.86
Oaxaca,Matias Romero Avendano,20057,9.66,Mestizo,7.11,7.45,6.81,0.86,0.87,0.84,0.2,0.21,0.18,47.16,71.92,24.98
Puebla,Tepanco de Lopez,21161,9.25,Mestizo,6.61,6.82,6.43,0.56,0.55,0.56,0.2,0.21,0.18,47.48,73.53,25.81
Quintana Roo,Solidaridad,23008,9.24,Mestizo,9.54,9.66,9.4,0.6,0.6,0.6,0.27,0.28,0.26,68.56,84.79,50.13
Durango,Suchil,10033,9.07,Mestizo,6.9,6.8,6.99,0.8,0.9,0.71,0.21,0.19,0.23,38.52,64.02,15.46
Oaxaca,San Andres Huayapam,20091,9.04,Mestizo,10.83,11.19,10.52,0.94,0.89,1,0.17,0.19,0.15,60.01,72.42,49.52
Puebla,Nealtican,21102,9.02,Mestizo,6.4,6.54,6.27,0.58,0.61,0.55,0.19,0.2,0.19,47.67,76.63,22.11
Guerrero,Atenango del Rio,12008,8.95,Mestizo,5.22,5.17,5.27,1.02,0.95,1.08,0.16,0.14,0.16,37.87,63.34,14.56
Yucatan,Merida,31050,8.77,Mestizo,10.09,10.37,9.83,0.99,0.99,0.98,0.19,0.2,0.19,55.05,70.63,40.83
Chiapas,Osumacinta,7063,8.73,Mestizo,6.54,7.16,5.92,1.02,1.09,0.94,0.23,0.26,0.21,47.91,79.1,17.61
Oaxaca,Santo Domingo Tonaltepec,20521,8.7,Mestizo,5.26,6.36,4.59,1.33,1,2,0.15,0.21,0.11,73.85,85.37,66.91
Oaxaca,Miahuatlan de Porfirio Diaz,20059,8.61,Mestizo,6.46,6.74,6.22,0.72,0.73,0.71,0.18,0.2,0.17,50.34,75.26,28.42
Sonora,Bacum,26012,8.61,Mestizo,7.79,7.75,7.82,0.66,0.67,0.65,0.26,0.25,0.27,48.4,69.44,26.72
Oaxaca,San Francisco Chapulapa,20139,8.57,Mestizo,4.26,4.57,3.99,0.97,0.92,1.02,0.14,0.14,0.14,37.84,71.08,7.53
Oaxaca,San Pedro Totolapam,20333,8.57,Mestizo,6.27,6.56,6.03,1.04,1.32,0.79,0.2,0.25,0.16,43.91,65.9,25.31
Oaxaca,Santa Maria del Rosario,20408,8.54,Mestizo,6.61,6.63,6.6,0.76,0.69,0.83,0.23,0.23,0.23,60.06,78.26,41.34
Puebla,Honey,21057,8.54,Mestizo,5.37,5.41,5.33,0.91,0.93,0.89,0.2,0.21,0.19,45.59,75.13,20.1
Oaxaca,San Mateo Pinas,20253,8.49,Mestizo,4.48,4.87,4.1,0.3,0.3,0.3,0.16,0.16,0.15,44,73.34,15.07
Oaxaca,San Francisco Ixhuatan,20143,8.39,Mestizo,6.55,6.84,6.27,1.09,1.05,1.14,0.12,0.13,0.12,42.29,69.94,15.87
Hidalgo,Zimapan,13084,8.32,Mestizo,7.44,7.54,7.36,0.72,0.74,0.7,0.26,0.26,0.26,42.48,65.68,23.32
Mexico,Amanalco,15007,8.31,Mestizo,6.17,6.49,5.87,0.6,0.59,0.61,0.23,0.26,0.2,44.31,72.21,17.77
Oaxaca,Santa Maria Atzompa,20399,8.27,Mestizo,9,9.39,8.66,0.74,0.73,0.76,0.22,0.23,0.21,58.55,74.52,44.68
Veracruz de Ignacio de la Llave,Castillo de Teayo,30157,8.25,Mestizo,6.63,6.73,6.53,0.77,0.77,0.77,0.22,0.22,0.21,43.96,75.04,13.13
